solution,scenario,product,mode,from,to,X
POS13,s2,die,trk,Chr,Srl,9400
POS13,s2,pet,trk,Chr,Brt,8580
POS13,s2,pet,trk,Chr,Srl,960
POS13,s2,pet,trk,Chr,Amj,900
POS14,s2,die,trk,Chr,Brt,24400
POS14,s2,die,trk,Chr,Srl,9400
POS14,s2,pet,trk,Chr,Brt,8580
POS14,s2,pet,trk,Chr,Srl,960
POS14,s2,pet,trk,Chr,Amj,900
POS15,s2,die,trk,Chr,Brt,24400
POS15,s2,die,trk,Chr,Srl,9400
POS15,s2,pet,trk,Chr,Brt,8580
POS15,s2,pet,trk,Chr,Amj,1860
POS16,s2,die,trk,Chr,Brt,24400
POS16,s2,die,trk,Chr,Srl,9400
POS16,s2,pet,trk,Chr,Brt,8580
POS16,s2,pet,trk,Chr,Amj,1860
POS17,s2,die,trk,Chr,Brt,24400
POS17,s2,die,trk,Chr,Srl,9400
POS17,s2,pet,trk,Chr,Brt,8580
POS17,s2,pet,trk,Chr,Amj,1860
POS18,s2,die,trk,Chr,Brt,24400
POS18,s2,die,trk,Chr,Srl,9400
POS18,s2,pet,trk,Chr,Brt,8580
POS18,s2,pet,trk,Chr,Amj,1860
POS19,s2,die,trk,Chr,Brt,21706
POS19,s2,die,trk,Chr,Srl,9400
POS19,s2,die,trk,Chr,Ktm,2694
POS19,s2,pet,trk,Chr,Brt,8580
POS19,s2,pet,trk,Chr,Amj,1860
POS20,s2,die,trk,Chr,Brt,3420
POS20,s2,die,trk,Chr,Srl,9400
POS20,s2,die,trk,Chr,Ktm,20980
POS20,s2,pet,trk,Chr,Brt,2220
POS20,s2,pet,trk,Chr,Amj,7260
POS20,s2,pet,trk,Chr,Ctw,960
POS1,s3,die,trk,Chr,Brt,25200
POS1,s3,pet,trk,Chr,Brt,8190
POS2,s3,die,trk,Chr,Brt,25200
POS2,s3,pet,trk,Chr,Brt,8190
POS3,s3,die,trk,Chr,Brt,25200
POS3,s3,pet,trk,Chr,Brt,8190
POS4,s3,die,trk,Chr,Brt,25200
POS4,s3,pet,trk,Chr,Brt,8190
POS5,s3,die,trk,Chr,Brt,25200
POS5,s3,die,trk,Chr,Srl,9000
POS5,s3,pet,trk,Chr,Brt,8190
POS6,s3,die,trk,Chr,Brt,25200
POS6,s3,die,trk,Chr,Srl,9000
POS6,s3,pet,trk,Chr,Brt,8190
POS7,s3,die,trk,Chr,Brt,25200
POS7,s3,die,trk,Chr,Srl,9000
POS7,s3,pet,trk,Chr,Brt,8190
POS8,s3,die,trk,Chr,Brt,25200
POS8,s3,die,trk,Chr,Srl,9000
POS8,s3,pet,trk,Chr,Brt,8190
POS9,s3,die,trk,Chr,Brt,25200
POS9,s3,die,trk,Chr,Srl,9000
POS9,s3,pet,trk,Chr,Brt,8190
POS10,s3,die,trk,Chr,Brt,25200
POS10,s3,die,trk,Chr,Srl,9000
POS10,s3,pet,trk,Chr,Brt,8190
POS11,s3,die,trk,Chr,Brt,25200
POS11,s3,die,trk,Chr,Srl,9000
POS11,s3,pet,trk,Chr,Brt,8190
POS12,s3,die,trk,Chr,Brt,25200
POS12,s3,die,trk,Chr,Srl,9000
POS12,s3,pet,trk,Chr,Brt,8190
POS12,s3,pet,trk,Chr,Amj,2430
POS13,s3,die,trk,Chr,Brt,25200
POS13,s3,die,trk,Chr,Srl,9000
POS13,s3,pet,trk,Chr,Brt,8190
POS13,s3,pet,trk,Chr,Amj,2430
POS14,s3,die,trk,Chr,Brt,25200
POS14,s3,die,trk,Chr,Srl,9000
POS14,s3,pet,trk,Chr,Brt,4410
POS14,s3,pet,trk,Chr,Amj,6210
POS15,s3,die,trk,Chr,Brt,25200
POS15,s3,die,trk,Chr,Srl,9000
POS15,s3,pet,trk,Chr,Brt,8190
POS15,s3,pet,trk,Chr,Amj,2430
POS16,s3,die,trk,Chr,Brt,25200
POS16,s3,die,trk,Chr,Srl,9000
POS16,s3,pet,trk,Chr,Brt,8190
POS16,s3,pet,trk,Chr,Amj,2430
POS17,s3,die,trk,Chr,Brt,25200
POS17,s3,die,trk,Chr,Srl,9000
POS17,s3,pet,trk,Chr,Brt,8190
POS17,s3,pet,trk,Chr,Amj,2430
POS18,s3,die,trk,Chr,Brt,25200
POS18,s3,die,trk,Chr,Srl,9000
POS18,s3,pet,trk,Chr,Brt,8190
POS18,s3,pet,trk,Chr,Amj,2430
POS19,s3,die,trk,Chr,Brt,25200
POS19,s3,die,trk,Chr,Srl,9000
POS19,s3,pet,trk,Chr,Brt,8190
POS19,s3,pet,trk,Chr,Amj,2430
POS20,s3,die,trk,Chr,Srl,9000
POS20,s3,die,trk,Chr,Ktm,18000
POS20,s3,die,trk,Chr,Pkr,7200
POS20,s3,pet,trk,Chr,Amj,6930
POS20,s3,pet,trk,Chr,Bhw,3690
POS1,s4,die,trk,Chr,Brt,26320
POS1,s4,pet,trk,Chr,Brt,8580
POS2,s4,die,trk,Chr,Brt,26320
POS2,s4,die,trk,Chr,Srl,5880
POS2,s4,pet,trk,Chr,Brt,8580
POS3,s4,die,trk,Chr,Brt,26320
POS3,s4,die,trk,Chr,Srl,7480
POS3,s4,pet,trk,Chr,Brt,8580
POS4,s4,die,trk,Chr,Brt,26320
POS4,s4,die,trk,Chr,Srl,7480
POS4,s4,pet,trk,Chr,Brt,8580
POS5,s4,die,trk,Chr,Brt,26320
POS5,s4,die,trk,Chr,Srl,7480
POS5,s4,pet,trk,Chr,Brt,8580
POS6,s4,die,trk,Chr,Brt,24400
POS6,s4,die,trk,Chr,Srl,9400
POS6,s4,pet,trk,Chr,Brt,8580
POS7,s4,die,trk,Chr,Brt,24400
POS7,s4,die,trk,Chr,Srl,9400
POS7,s4,pet,trk,Chr,Brt,8580
POS8,s4,die,trk,Chr,Brt,24400
POS8,s4,die,trk,Chr,Srl,9400
POS8,s4,pet,trk,Chr,Brt,8580
POS9,s4,die,trk,Chr,Brt,24400
POS9,s4,die,trk,Chr,Srl,9400
POS9,s4,pet,trk,Chr,Brt,8580
POS10,s4,die,trk,Chr,Brt,24400
POS10,s4,die,trk,Chr,Srl,9400
POS10,s4,pet,trk,Chr,Brt,8580
POS11,s4,die,trk,Chr,Brt,24400
POS11,s4,die,trk,Chr,Srl,9400
POS11,s4,pet,trk,Chr,Brt,8580
POS11,s4,pet,trk,Chr,Srl,960
POS12,s4,die,trk,Chr,Brt,24400
POS12,s4,die,trk,Chr,Srl,9400
POS12,s4,pet,trk,Chr,Brt,8580
POS12,s4,pet,trk,Chr,Srl,960
POS12,s4,pet,trk,Chr,Amj,900
POS13,s4,die,trk,Chr,Brt,24400
POS13,s4,die,trk,Chr,Srl,9400
POS13,s4,pet,trk,Chr,Brt,8580
POS13,s4,pet,trk,Chr,Srl,960
POS13,s4,pet,trk,Chr,Amj,900
POS14,s4,die,trk,Chr,Brt,24400
POS14,s4,die,trk,Chr,Srl,9400
POS14,s4,pet,trk,Chr,Brt,8580
POS14,s4,pet,trk,Chr,Srl,960
POS14,s4,pet,trk,Chr,Amj,900
POS15,s4,die,trk,Chr,Brt,24400
POS15,s4,die,trk,Chr,Srl,9400
POS15,s4,pet,trk,Chr,Brt,8580
POS15,s4,pet,trk,Chr,Amj,1860
POS16,s4,die,trk,Chr,Brt,24400
POS16,s4,die,trk,Chr,Srl,9400
POS16,s4,pet,trk,Chr,Brt,8580
POS16,s4,pet,trk,Chr,Amj,1860
POS17,s4,die,trk,Chr,Brt,24400
POS17,s4,die,trk,Chr,Srl,9400
POS17,s4,pet,trk,Chr,Brt,8580
POS17,s4,pet,trk,Chr,Amj,1860
POS18,s4,die,trk,Chr,Brt,24400
POS18,s4,die,trk,Chr,Srl,9400
POS18,s4,pet,trk,Chr,Brt,8580
POS18,s4,pet,trk,Chr,Amj,1860
POS19,s4,die,trk,Chr,Brt,20820
POS19,s4,die,trk,Chr,Srl,9400
POS19,s4,die,trk,Chr,Ktm,3580
POS19,s4,pet,trk,Chr,Brt,8580
POS19,s4,pet,trk,Chr,Amj,1860
POS20,s4,die,trk,Chr,Brt,3420
POS20,s4,die,trk,Chr,Srl,9400
POS20,s4,die,trk,Chr,Ktm,20980
POS20,s4,pet,trk,Chr,Brt,2220
POS20,s4,pet,trk,Chr,Amj,7260
POS20,s4,pet,trk,Chr,Ctw,960
POS1,s5,die,trk,Chr,Brt,25340
POS1,s5,pet,trk,Chr,Brt,8320
POS2,s5,die,trk,Chr,Brt,25340
POS2,s5,pet,trk,Chr,Brt,8320
POS3,s5,die,trk,Chr,Brt,25340
POS3,s5,die,trk,Chr,Srl,5854
POS3,s5,pet,trk,Chr,Brt,8320
POS4,s5,die,trk,Chr,Brt,25340
POS4,s5,die,trk,Chr,Srl,8810
POS4,s5,pet,trk,Chr,Brt,8320
POS5,s5,die,trk,Chr,Brt,25340
POS5,s5,die,trk,Chr,Srl,8810
POS5,s5,pet,trk,Chr,Brt,8320
POS6,s5,die,trk,Chr,Brt,25100
POS6,s5,die,trk,Chr,Srl,9050
POS6,s5,pet,trk,Chr,Brt,8320
POS7,s5,die,trk,Chr,Brt,25100
POS7,s5,die,trk,Chr,Srl,9050
POS7,s5,pet,trk,Chr,Brt,8320
POS8,s5,die,trk,Chr,Brt,25100
POS8,s5,die,trk,Chr,Srl,9050
POS8,s5,pet,trk,Chr,Brt,8320
POS9,s5,die,trk,Chr,Brt,25100
POS9,s5,die,trk,Chr,Srl,9050
POS9,s5,pet,trk,Chr,Brt,8320
POS10,s5,die,trk,Chr,Brt,25100
POS10,s5,die,trk,Chr,Srl,9050
POS10,s5,pet,trk,Chr,Brt,8320
POS11,s5,die,trk,Chr,Brt,25100
POS11,s5,die,trk,Chr,Srl,9050
POS11,s5,pet,trk,Chr,Brt,8320
POS12,s5,die,trk,Chr,Brt,25100
POS12,s5,die,trk,Chr,Srl,9050
POS12,s5,pet,trk,Chr,Brt,8320
POS12,s5,pet,trk,Chr,Amj,2240
POS13,s5,die,trk,Chr,Brt,25100
POS13,s5,die,trk,Chr,Srl,9050
POS13,s5,pet,trk,Chr,Brt,7620
POS13,s5,pet,trk,Chr,Amj,2940
POS14,s5,die,trk,Chr,Brt,25100
POS14,s5,die,trk,Chr,Srl,9050
POS14,s5,pet,trk,Chr,Brt,8320
POS14,s5,pet,trk,Chr,Amj,2240
POS15,s5,die,trk,Chr,Brt,25100
POS15,s5,die,trk,Chr,Srl,9050
POS15,s5,pet,trk,Chr,Brt,8320
POS15,s5,pet,trk,Chr,Amj,2240
POS16,s5,die,trk,Chr,Brt,25100
POS16,s5,die,trk,Chr,Srl,9050
POS16,s5,pet,trk,Chr,Brt,8320
POS16,s5,pet,trk,Chr,Amj,2240
POS17,s5,die,trk,Chr,Brt,25100
POS17,s5,die,trk,Chr,Srl,9050
POS17,s5,pet,trk,Chr,Brt,8320
POS17,s5,pet,trk,Chr,Amj,2240
POS18,s5,die,trk,Chr,Brt,25100
POS18,s5,die,trk,Chr,Srl,9050
POS18,s5,pet,trk,Chr,Brt,8320
POS18,s5,pet,trk,Chr,Amj,2240
POS19,s5,die,trk,Chr,Brt,25100
POS19,s5,die,trk,Chr,Srl,9050
POS19,s5,pet,trk,Chr,Brt,8320
POS19,s5,pet,trk,Chr,Amj,2240
POS20,s5,die,trk,Chr,Brt,3380
POS20,s5,die,trk,Chr,Ktm,30770
POS20,s5,pet,trk,Chr,Brt,3520
POS20,s5,pet,trk,Chr,Amj,7040
POS1,s6,die,trk,Chr,Brt,24360
POS1,s6,pet,trk,Chr,Brt,7930
POS2,s6,die,trk,Chr,Brt,24360
POS2,s6,pet,trk,Chr,Brt,7930
POS3,s6,die,trk,Chr,Brt,24360
POS3,s6,pet,trk,Chr,Brt,7930
POS4,s6,die,trk,Chr,Brt,24360
POS4,s6,die,trk,Chr,Srl,7440
POS4,s6,pet,trk,Chr,Brt,7930
POS5,s6,die,trk,Chr,Brt,24360
POS5,s6,die,trk,Chr,Srl,7440
POS5,s6,pet,trk,Chr,Brt,7930
POS6,s6,die,trk,Chr,Brt,24360
POS6,s6,die,trk,Chr,Srl,7440
POS6,s6,pet,trk,Chr,Brt,7930
POS7,s6,die,trk,Chr,Brt,24360
POS7,s6,die,trk,Chr,Srl,7440
POS7,s6,pet,trk,Chr,Brt,7930
POS8,s6,die,trk,Chr,Brt,24360
POS8,s6,die,trk,Chr,Srl,7440
POS8,s6,pet,trk,Chr,Brt,7930
POS9,s6,die,trk,Chr,Brt,24360
POS9,s6,die,trk,Chr,Srl,7440
POS9,s6,pet,trk,Chr,Brt,7930
POS10,s6,die,trk,Chr,Brt,24360
POS10,s6,die,trk,Chr,Srl,7440
POS10,s6,pet,trk,Chr,Brt,7930
POS11,s6,die,trk,Chr,Brt,24360
POS11,s6,die,trk,Chr,Srl,7440
POS11,s6,pet,trk,Chr,Brt,7930
POS12,s6,die,trk,Chr,Brt,24360
POS12,s6,die,trk,Chr,Srl,8700
POS12,s6,pet,trk,Chr,Brt,7930
POS12,s6,pet,trk,Chr,Amj,2810
POS13,s6,die,trk,Chr,Brt,24360
POS13,s6,die,trk,Chr,Srl,8700
POS13,s6,pet,trk,Chr,Brt,7930
POS13,s6,pet,trk,Chr,Amj,2810
POS14,s6,die,trk,Chr,Brt,24360
POS14,s6,die,trk,Chr,Srl,8700
POS14,s6,pet,trk,Chr,Brt,7930
POS14,s6,pet,trk,Chr,Amj,2810
POS15,s6,die,trk,Chr,Brt,24360
POS15,s6,die,trk,Chr,Srl,8700
POS15,s6,die,trk,Chr,Pkr,1440
POS15,s6,pet,trk,Chr,Brt,7930
POS15,s6,pet,trk,Chr,Amj,2810
POS16,s6,die,trk,Chr,Brt,24360
POS16,s6,die,trk,Chr,Srl,8700
POS16,s6,die,trk,Chr,Pkr,1440
POS16,s6,pet,trk,Chr,Brt,7930
POS16,s6,pet,trk,Chr,Amj,2810
POS17,s6,die,trk,Chr,Brt,17482
POS17,s6,die,trk,Chr,Srl,8700
POS17,s6,die,trk,Chr,Ktm,8318
POS17,s6,pet,trk,Chr,Brt,7930
POS17,s6,pet,trk,Chr,Amj,2810
POS18,s6,die,trk,Chr,Brt,18840
POS18,s6,die,trk,Chr,Srl,8700
POS18,s6,die,trk,Chr,Pkr,6960
POS18,s6,pet,trk,Chr,Brt,7930
POS18,s6,pet,trk,Chr,Amj,2810
POS19,s6,die,trk,Chr,Brt,18840
POS19,s6,die,trk,Chr,Srl,8700
POS19,s6,die,trk,Chr,Pkr,6960
POS19,s6,pet,trk,Chr,Brt,7930
POS19,s6,pet,trk,Chr,Amj,2810
POS20,s6,die,trk,Chr,Srl,4920
POS20,s6,die,trk,Chr,Ktm,29580
POS20,s6,pet,trk,Chr,Brt,6870
POS20,s6,pet,trk,Chr,Amj,3870
POS1,s7,die,trk,Chr,Brt,25200
POS1,s7,pet,trk,Chr,Brt,8190
POS2,s7,die,trk,Chr,Brt,25200
POS2,s7,pet,trk,Chr,Brt,8190
POS3,s7,die,trk,Chr,Brt,25200
POS3,s7,pet,trk,Chr,Brt,8190
POS4,s7,die,trk,Chr,Brt,25200
POS4,s7,pet,trk,Chr,Brt,8190
POS5,s7,die,trk,Chr,Brt,25200
POS5,s7,die,trk,Chr,Srl,9000
POS5,s7,pet,trk,Chr,Brt,8190
POS6,s7,die,trk,Chr,Brt,25200
POS6,s7,die,trk,Chr,Srl,9000
POS6,s7,pet,trk,Chr,Brt,8190
POS7,s7,die,trk,Chr,Brt,25200
POS7,s7,die,trk,Chr,Srl,9000
POS7,s7,pet,trk,Chr,Brt,8190
POS8,s7,die,trk,Chr,Brt,25200
POS8,s7,die,trk,Chr,Srl,9000
POS8,s7,pet,trk,Chr,Brt,8190
POS9,s7,die,trk,Chr,Brt,25200
POS9,s7,die,trk,Chr,Srl,9000
POS9,s7,pet,trk,Chr,Brt,8190
POS10,s7,die,trk,Chr,Brt,25200
POS10,s7,die,trk,Chr,Srl,9000
POS10,s7,pet,trk,Chr,Brt,8190
POS11,s7,die,trk,Chr,Brt,25200
POS11,s7,die,trk,Chr,Srl,9000
POS11,s7,pet,trk,Chr,Brt,8190
POS12,s7,die,trk,Chr,Brt,25200
POS12,s7,die,trk,Chr,Srl,9000
POS12,s7,pet,trk,Chr,Brt,8190
POS12,s7,pet,trk,Chr,Amj,2430
POS13,s7,die,trk,Chr,Brt,25200
POS13,s7,die,trk,Chr,Srl,9000
POS13,s7,pet,trk,Chr,Brt,8190
POS13,s7,pet,trk,Chr,Amj,2430
POS14,s7,die,trk,Chr,Brt,25200
POS14,s7,die,trk,Chr,Srl,9000
POS14,s7,pet,trk,Chr,Brt,4410
POS14,s7,pet,trk,Chr,Amj,6210
POS15,s7,die,trk,Chr,Brt,25200
POS15,s7,die,trk,Chr,Srl,9000
POS15,s7,pet,trk,Chr,Brt,8190
POS15,s7,pet,trk,Chr,Amj,2430
POS16,s7,die,trk,Chr,Brt,25200
POS16,s7,die,trk,Chr,Srl,9000
POS16,s7,pet,trk,Chr,Brt,8190
POS16,s7,pet,trk,Chr,Amj,2430
POS17,s7,die,trk,Chr,Brt,25200
POS17,s7,die,trk,Chr,Srl,9000
POS17,s7,pet,trk,Chr,Brt,8190
POS17,s7,pet,trk,Chr,Amj,2430
POS18,s7,die,trk,Chr,Brt,25200
POS18,s7,die,trk,Chr,Srl,9000
POS18,s7,pet,trk,Chr,Brt,8190
POS18,s7,pet,trk,Chr,Amj,2430
POS19,s7,die,trk,Chr,Brt,25200
POS19,s7,die,trk,Chr,Srl,9000
POS19,s7,pet,trk,Chr,Brt,8190
POS19,s7,pet,trk,Chr,Amj,2430
POS20,s7,die,trk,Chr,Srl,9000
POS20,s7,die,trk,Chr,Ktm,18000
POS20,s7,die,trk,Chr,Pkr,7200
POS20,s7,pet,trk,Chr,Amj,6930
POS20,s7,pet,trk,Chr,Bhw,3690
POS1,s8,die,trk,Chr,Brt,24360
POS1,s8,pet,trk,Chr,Brt,7930
POS2,s8,die,trk,Chr,Brt,24360
POS2,s8,pet,trk,Chr,Brt,7930
POS3,s8,die,trk,Chr,Brt,24360
POS3,s8,pet,trk,Chr,Brt,7930
POS4,s8,die,trk,Chr,Brt,24360
POS4,s8,die,trk,Chr,Srl,7440
POS4,s8,pet,trk,Chr,Brt,7930
POS5,s8,die,trk,Chr,Brt,24360
POS5,s8,die,trk,Chr,Srl,7440
POS5,s8,pet,trk,Chr,Brt,7930
POS6,s8,die,trk,Chr,Brt,24360
POS6,s8,die,trk,Chr,Srl,7440
POS6,s8,pet,trk,Chr,Brt,7930
POS7,s8,die,trk,Chr,Brt,24360
POS7,s8,die,trk,Chr,Srl,7440
POS7,s8,pet,trk,Chr,Brt,7930
POS8,s8,die,trk,Chr,Brt,24360
POS8,s8,die,trk,Chr,Srl,7440
POS8,s8,pet,trk,Chr,Brt,7930
POS9,s8,die,trk,Chr,Brt,24360
POS9,s8,die,trk,Chr,Srl,7440
POS9,s8,pet,trk,Chr,Brt,7930
POS10,s8,die,trk,Chr,Brt,24360
POS10,s8,die,trk,Chr,Srl,7440
POS10,s8,pet,trk,Chr,Brt,7930
POS11,s8,die,trk,Chr,Brt,24360
POS11,s8,die,trk,Chr,Srl,7440
POS11,s8,pet,trk,Chr,Brt,7930
POS12,s8,die,trk,Chr,Brt,24360
POS12,s8,die,trk,Chr,Srl,8700
POS12,s8,pet,trk,Chr,Brt,7930
POS12,s8,pet,trk,Chr,Amj,2810
POS13,s8,die,trk,Chr,Brt,24360
POS13,s8,die,trk,Chr,Srl,8700
POS13,s8,pet,trk,Chr,Brt,7930
POS13,s8,pet,trk,Chr,Amj,2810
POS14,s8,die,trk,Chr,Brt,24360
POS14,s8,die,trk,Chr,Srl,8700
POS14,s8,pet,trk,Chr,Brt,7930
POS14,s8,pet,trk,Chr,Amj,2810
POS15,s8,die,trk,Chr,Brt,24360
POS15,s8,die,trk,Chr,Srl,8700
POS15,s8,die,trk,Chr,Pkr,1440
POS15,s8,pet,trk,Chr,Brt,7930
POS15,s8,pet,trk,Chr,Amj,2810
POS16,s8,die,trk,Chr,Brt,24360
POS16,s8,die,trk,Chr,Srl,8700
POS16,s8,die,trk,Chr,Pkr,1440
POS16,s8,pet,trk,Chr,Brt,7930
POS16,s8,pet,trk,Chr,Amj,2810
POS17,s8,die,trk,Chr,Brt,24360
POS17,s8,die,trk,Chr,Srl,8700
POS17,s8,die,trk,Chr,Ktm,1440
POS17,s8,pet,trk,Chr,Brt,7930
POS17,s8,pet,trk,Chr,Amj,2810
POS18,s8,die,trk,Chr,Brt,18840
POS18,s8,die,trk,Chr,Srl,8700
POS18,s8,die,trk,Chr,Pkr,6960
POS18,s8,pet,trk,Chr,Brt,7930
POS18,s8,pet,trk,Chr,Amj,2810
POS19,s8,die,trk,Chr,Brt,18840
POS19,s8,die,trk,Chr,Srl,8700
POS19,s8,die,trk,Chr,Pkr,6960
POS19,s8,pet,trk,Chr,Brt,7930
POS19,s8,pet,trk,Chr,Amj,2810
POS20,s8,die,trk,Chr,Srl,4920
POS20,s8,die,trk,Chr,Ktm,29580
POS20,s8,pet,trk,Chr,Brt,6870
POS20,s8,pet,trk,Chr,Amj,3870
POS1,s9,die,trk,Chr,Brt,23380
POS1,s9,pet,trk,Chr,Brt,7670
POS2,s9,die,trk,Chr,Brt,23380
POS2,s9,pet,trk,Chr,Brt,7670
POS3,s9,die,trk,Chr,Brt,23380
POS3,s9,die,trk,Chr,Srl,3520
POS3,s9,pet,trk,Chr,Brt,7670
POS4,s9,die,trk,Chr,Brt,23380
POS4,s9,die,trk,Chr,Srl,3520
POS4,s9,pet,trk,Chr,Brt,7670
POS5,s9,die,trk,Chr,Brt,23380
POS5,s9,die,trk,Chr,Srl,3520
POS5,s9,pet,trk,Chr,Brt,7670
POS6,s9,die,trk,Chr,Brt,23380
POS6,s9,die,trk,Chr,Srl,3520
POS6,s9,pet,trk,Chr,Brt,7670
POS7,s9,die,trk,Chr,Brt,23380
POS7,s9,die,trk,Chr,Srl,3520
POS7,s9,pet,trk,Chr,Brt,7670
POS8,s9,die,trk,Chr,Brt,23380
POS8,s9,die,trk,Chr,Srl,3520
POS8,s9,pet,trk,Chr,Brt,7670
POS9,s9,die,trk,Chr,Brt,23380
POS9,s9,die,trk,Chr,Srl,3520
POS9,s9,pet,trk,Chr,Brt,7670
POS10,s9,die,trk,Chr,Brt,23380
POS10,s9,die,trk,Chr,Srl,3520
POS10,s9,pet,trk,Chr,Brt,7670
POS11,s9,die,trk,Chr,Brt,23380
POS11,s9,die,trk,Chr,Srl,3520
POS11,s9,pet,trk,Chr,Brt,7670
POS12,s9,die,trk,Chr,Brt,23380
POS12,s9,die,trk,Chr,Srl,8350
POS12,s9,pet,trk,Chr,Brt,7670
POS12,s9,pet,trk,Chr,Amj,3190
POS13,s9,die,trk,Chr,Brt,23380
POS13,s9,die,trk,Chr,Srl,8350
POS13,s9,pet,trk,Chr,Brt,7670
POS13,s9,pet,trk,Chr,Amj,3190
POS14,s9,die,trk,Chr,Brt,23380
POS14,s9,die,trk,Chr,Srl,8350
POS14,s9,pet,trk,Chr,Brt,7330
POS14,s9,pet,trk,Chr,Amj,3530
POS15,s9,die,trk,Chr,Brt,23380
POS15,s9,die,trk,Chr,Srl,8350
POS15,s9,die,trk,Chr,Ktm,3120
POS15,s9,pet,trk,Chr,Brt,4370
POS15,s9,pet,trk,Chr,Amj,6490
POS16,s9,die,trk,Chr,Brt,23380
POS16,s9,die,trk,Chr,Srl,8350
POS16,s9,die,trk,Chr,Ktm,3120
POS16,s9,pet,trk,Chr,Brt,4370
POS16,s9,pet,trk,Chr,Amj,6490
POS17,s9,die,trk,Chr,Brt,23030
POS17,s9,die,trk,Chr,Srl,8350
POS17,s9,die,trk,Chr,Ktm,3470
POS17,s9,pet,trk,Chr,Brt,4370
POS17,s9,pet,trk,Chr,Amj,6490
POS18,s9,die,trk,Chr,Brt,23030
POS18,s9,die,trk,Chr,Srl,8350
POS18,s9,die,trk,Chr,Ktm,3470
POS18,s9,pet,trk,Chr,Brt,4370
POS18,s9,pet,trk,Chr,Amj,6490
POS19,s9,die,trk,Chr,Brt,14680
POS19,s9,die,trk,Chr,Srl,8350
POS19,s9,die,trk,Chr,Ktm,11820
POS19,s9,pet,trk,Chr,Brt,4370
POS19,s9,pet,trk,Chr,Amj,6490
POS20,s9,die,trk,Chr,Srl,8350
POS20,s9,die,trk,Chr,Ktm,26500
POS20,s9,pet,trk,Chr,Brt,1430
POS20,s9,pet,trk,Chr,Amj,6490
POS20,s9,pet,trk,Chr,Bhw,2940
POS1,s1,die,trk,Ctw,Ktm,33150
POS1,s1,die,trk,Ctw,Pkr,7800
POS1,s1,pet,trk,Ctw,Ktm,21390
POS1,s1,pet,trk,Ctw,Pkr,4140
POS2,s1,die,trk,Ctw,Ktm,33150
POS2,s1,die,trk,Ctw,Pkr,7800
POS2,s1,pet,trk,Ctw,Ktm,21390
POS2,s1,pet,trk,Ctw,Pkr,4140
POS2,s1,pet,trk,Ctw,Bhw,200
POS3,s1,die,trk,Ctw,Ktm,33150
POS3,s1,die,trk,Ctw,Pkr,7800
POS3,s1,pet,trk,Ctw,Ktm,21390
POS3,s1,pet,trk,Ctw,Pkr,4140
POS3,s1,pet,trk,Ctw,Bhw,200
POS4,s1,die,trk,Ctw,Ktm,33150
POS4,s1,die,trk,Ctw,Pkr,7800
POS4,s1,pet,trk,Ctw,Ktm,21390
POS4,s1,pet,trk,Ctw,Pkr,4140
POS4,s1,pet,trk,Ctw,Bhw,200
POS5,s1,die,trk,Ctw,Ktm,33150
POS5,s1,die,trk,Ctw,Pkr,7800
POS5,s1,pet,trk,Ctw,Ktm,21390
POS5,s1,pet,trk,Ctw,Pkr,4140
POS5,s1,pet,trk,Ctw,Bhw,200
POS6,s1,die,trk,Ctw,Ktm,33150
POS6,s1,die,trk,Ctw,Pkr,7800
POS6,s1,pet,trk,Ctw,Srl,2680
POS6,s1,pet,trk,Ctw,Ktm,21390
POS6,s1,pet,trk,Ctw,Pkr,4140
POS6,s1,pet,trk,Ctw,Bhw,200
POS7,s1,die,trk,Ctw,Ktm,33150
POS7,s1,die,trk,Ctw,Pkr,7800
POS7,s1,pet,trk,Ctw,Srl,2680
POS7,s1,pet,trk,Ctw,Ktm,21390
POS7,s1,pet,trk,Ctw,Pkr,4140
POS7,s1,pet,trk,Ctw,Bhw,200
POS8,s1,die,trk,Ctw,Ktm,33150
POS8,s1,die,trk,Ctw,Pkr,7800
POS8,s1,pet,trk,Ctw,Srl,2680
POS8,s1,pet,trk,Ctw,Ktm,21390
POS8,s1,pet,trk,Ctw,Pkr,4140
POS8,s1,pet,trk,Ctw,Bhw,200
POS9,s1,die,trk,Ctw,Ktm,33150
POS9,s1,die,trk,Ctw,Pkr,7800
POS9,s1,pet,trk,Ctw,Srl,2680
POS9,s1,pet,trk,Ctw,Ktm,21390
POS9,s1,pet,trk,Ctw,Pkr,4140
POS9,s1,pet,trk,Ctw,Bhw,200
POS10,s1,die,trk,Ctw,Ktm,33150
POS10,s1,die,trk,Ctw,Pkr,7800
POS10,s1,die,trk,Ctw,Bhw,2050
POS10,s1,pet,trk,Ctw,Srl,2680
POS10,s1,pet,trk,Ctw,Ktm,21390
POS10,s1,pet,trk,Ctw,Pkr,4140
POS10,s1,pet,trk,Ctw,Bhw,200
POS11,s1,die,trk,Ctw,Ktm,33150
POS11,s1,die,trk,Ctw,Pkr,7800
POS11,s1,pet,trk,Ctw,Srl,610
POS11,s1,pet,trk,Ctw,Ktm,21390
POS11,s1,pet,trk,Ctw,Pkr,4140
POS11,s1,pet,trk,Ctw,Bhw,200
POS11,s1,pet,trk,Ctw,Dhn,2070
POS12,s1,die,trk,Ctw,Ktm,33150
POS12,s1,die,trk,Ctw,Pkr,7800
POS12,s1,pet,trk,Ctw,Srl,810
